Current Time,City,State,Country,Temperature,Feels Like,Humidity,Precipitation,Pressure,Wind Speed,Wind Direction,Visibility,Sunrise,Sunset
08-06-25 01:36:00,Salt Lake City,,US,88.1,84.7,21,0.0,1012.0,5.99,5,10000,08:28 AM,10:38 PM
08-06-25 01:35:36,Nashville,,US,79.0,79.0,68,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:35:36,Nashville,,US,79.0,79.0,68,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:35:17,St Louis,,US,78.7,78.7,73,0.0,1021.0,4.61,80,10000,07:06 AM,09:07 PM
08-06-25 01:35:17,St Louis,,US,78.7,78.7,73,0.0,1021.0,4.61,80,10000,07:06 AM,09:07 PM
08-06-25 01:30:28,Austin,,US,90.2,98.0,56,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:30:28,Austin,,US,90.2,98.0,56,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:30:19,Salt Lake City,,US,89.8,86.1,19,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:30:19,Salt Lake City,,US,89.8,86.1,19,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:29:59,Knoxville,,US,75.5,76.8,85,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:29:59,Knoxville,,US,75.5,76.8,85,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:29:59,Knoxville,,US,75.5,76.8,85,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:29:59,Knoxville,,US,75.5,76.8,85,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:29:59,Knoxville,,US,75.5,76.8,85,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:29:59,Knoxville,,US,75.5,76.8,85,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:29:14,St Louis,,US,79.6,79.6,69,0.0,1021.0,4.61,80,10000,07:06 AM,09:07 PM
08-06-25 01:29:14,St Louis,,US,79.6,79.6,69,0.0,1021.0,4.61,80,10000,07:06 AM,09:07 PM
08-06-25 01:26:42,Nashville,,US,79.3,79.3,67,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:26:42,Nashville,,US,79.3,79.3,67,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:26:42,Nashville,,US,79.3,79.3,67,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:25:41,Tokyo,,JP,36.1,43.1,56,0.0,1004.0,1.79,109,10000,03:52 PM,05:41 AM
08-06-25 01:25:41,Tokyo,,JP,36.1,43.1,56,0.0,1004.0,1.79,109,10000,03:52 PM,05:41 AM
08-06-25 01:23:00,Nashville,,US,79.4,79.4,67,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:23:00,Nashville,,US,79.4,79.4,67,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:23:00,Nashville,,US,79.4,79.4,67,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:23:00,Nashville,,US,79.4,79.4,67,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:22:52,Salt Lake City,,US,90.1,86.3,19,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:22:52,Salt Lake City,,US,90.1,86.3,19,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:22:52,Salt Lake City,,US,90.1,86.3,19,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:22:52,Salt Lake City,,US,90.1,86.3,19,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:22:38,Austin,,US,90.7,98.6,55,0.0,1018.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:22:38,Austin,,US,90.7,98.6,55,0.0,1018.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:22:38,Austin,,US,90.7,98.6,55,0.0,1018.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:22:38,Austin,,US,90.7,98.6,55,0.0,1018.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:21:56,Tokyo,,JP,36.0,43.0,57,0.0,1004.0,1.03,0,10000,03:52 PM,05:41 AM
08-06-25 01:21:56,Tokyo,,JP,36.0,43.0,57,0.0,1004.0,1.03,0,10000,03:52 PM,05:41 AM
08-06-25 01:21:56,Tokyo,,JP,36.0,43.0,57,0.0,1004.0,1.03,0,10000,03:52 PM,05:41 AM
08-06-25 01:21:56,Tokyo,,JP,36.0,43.0,57,0.0,1004.0,1.03,0,10000,03:52 PM,05:41 AM
08-06-25 01:21:30,St Louis,,US,79.9,79.9,68,0.0,1021.0,4.61,80,10000,07:06 AM,09:07 PM
08-06-25 01:21:30,St Louis,,US,79.9,79.9,68,0.0,1021.0,4.61,80,10000,07:06 AM,09:07 PM
08-06-25 01:21:30,St Louis,,US,79.9,79.9,68,0.0,1021.0,4.61,80,10000,07:06 AM,09:07 PM
08-06-25 01:21:30,St Louis,,US,79.9,79.9,68,0.0,1021.0,4.61,80,10000,07:06 AM,09:07 PM
08-06-25 01:18:32,Knoxville,,US,76.4,77.6,83,0.0,1022.0,1.01,213,10000,06:46 AM,08:36 PM
08-06-25 01:18:32,Knoxville,,US,76.4,77.6,83,0.0,1022.0,1.01,213,10000,06:46 AM,08:36 PM
08-06-25 01:18:32,Knoxville,,US,76.4,77.6,83,0.0,1022.0,1.01,213,10000,06:46 AM,08:36 PM
08-06-25 01:18:32,Knoxville,,US,76.4,77.6,83,0.0,1022.0,1.01,213,10000,06:46 AM,08:36 PM
08-06-25 01:18:32,Knoxville,,US,76.4,77.6,83,0.0,1022.0,1.01,213,10000,06:46 AM,08:36 PM
08-06-25 01:18:32,Knoxville,,US,76.4,77.6,83,0.0,1022.0,1.01,213,10000,06:46 AM,08:36 PM
08-06-25 01:18:32,Knoxville,,US,76.4,77.6,83,0.0,1022.0,1.01,213,10000,06:46 AM,08:36 PM
08-06-25 01:18:32,Knoxville,,US,76.4,77.6,83,0.0,1022.0,1.01,213,10000,06:46 AM,08:36 PM
08-06-25 01:18:32,Knoxville,,US,76.4,77.6,83,0.0,1022.0,1.01,213,10000,06:46 AM,08:36 PM
08-06-25 01:18:32,Knoxville,,US,76.4,77.6,83,0.0,1022.0,1.01,213,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:08:47,Knoxville,,US,76.3,77.6,84,0.0,1022.0,0.0,0,10000,06:46 AM,08:36 PM
08-06-25 01:07:20,Nashville,,US,79.5,79.5,65,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:07:20,Nashville,,US,79.5,79.5,65,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:07:20,Nashville,,US,79.5,79.5,65,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:07:20,Nashville,,US,79.5,79.5,65,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:07:20,Nashville,,US,79.5,79.5,65,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:07:20,Nashville,,US,79.5,79.5,65,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:07:20,Nashville,,US,79.5,79.5,65,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:07:20,Nashville,,US,79.5,79.5,65,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:07:20,Nashville,,US,79.5,79.5,65,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:07:20,Nashville,,US,79.5,79.5,65,0.0,1021.0,5.75,200,10000,06:57 AM,08:48 PM
08-06-25 01:06:57,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:57,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:57,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:57,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:57,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:57,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:50,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:50,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:50,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:50,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:50,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:50,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:50,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:50,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:50,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:50,Austin,,US,91.2,99.0,54,0.0,1017.0,8.05,90,10000,07:52 AM,09:21 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:40,Knoxville,,US,76.3,77.5,83,0.0,1022.0,1.01,310,10000,06:46 AM,08:36 PM
08-06-25 01:06:36,Tokyo,,JP,35.4,42.4,61,0.0,1004.0,2.57,120,10000,03:52 PM,05:41 AM
08-06-25 01:06:36,Tokyo,,JP,35.4,42.4,61,0.0,1004.0,2.57,120,10000,03:52 PM,05:41 AM
08-06-25 01:06:36,Tokyo,,JP,35.4,42.4,61,0.0,1004.0,2.57,120,10000,03:52 PM,05:41 AM
08-06-25 01:06:36,Tokyo,,JP,35.4,42.4,61,0.0,1004.0,2.57,120,10000,03:52 PM,05:41 AM
08-06-25 01:06:36,Tokyo,,JP,35.4,42.4,61,0.0,1004.0,2.57,120,10000,03:52 PM,05:41 AM
08-06-25 01:06:36,Tokyo,,JP,35.4,42.4,61,0.0,1004.0,2.57,120,10000,03:52 PM,05:41 AM
08-06-25 01:06:36,Tokyo,,JP,35.4,42.4,61,0.0,1004.0,2.57,120,10000,03:52 PM,05:41 AM
08-06-25 01:06:36,Tokyo,,JP,35.4,42.4,61,0.0,1004.0,2.57,120,10000,03:52 PM,05:41 AM
08-06-25 01:06:36,Tokyo,,JP,35.4,42.4,61,0.0,1004.0,2.57,120,10000,03:52 PM,05:41 AM
08-06-25 01:06:36,Tokyo,,JP,35.4,42.4,61,0.0,1004.0,2.57,120,10000,03:52 PM,05:41 AM
08-06-25 01:05:47,Salt Lake City,,US,90.5,86.8,20,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:05:47,Salt Lake City,,US,90.5,86.8,20,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:05:47,Salt Lake City,,US,90.5,86.8,20,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:05:47,Salt Lake City,,US,90.5,86.8,20,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:05:47,Salt Lake City,,US,90.5,86.8,20,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:05:47,Salt Lake City,,US,90.5,86.8,20,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:05:47,Salt Lake City,,US,90.5,86.8,20,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:05:47,Salt Lake City,,US,90.5,86.8,20,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:05:47,Salt Lake City,,US,90.5,86.8,20,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:05:47,Salt Lake City,,US,90.5,86.8,20,0.0,1012.0,13.8,360,10000,08:28 AM,10:38 PM
08-06-25 01:05:16,St Louis,,US,79.9,79.9,70,0.0,1021.0,4.61,80,10000,07:06 AM,09:07 PM
08-06-25 01:05:16,St Louis,,US,79.9,79.9,70,0.0,1021.0,4.61,80,10000,07:06 AM,09:07 PM
08-06-25 01:05:16,St Louis,,US,79.9,79.9,70,0.0,1021.0,4.61,80,10000,07:06 AM,09:07 PM
08-06-25 01:05:16,St Louis,,US,79.9,79.9,70,0.0,1021.0,4.61,80,10000,07:06 AM,09:07 PM
08-06-25 01:05:16,St Louis,,US,79.9,79.9,70,0.0,1021.0,4.61,80,10000,07:06 AM,09:07 PM
